Date_time,Date,Time,Temperature,Hi Temp,Low Temp,Out Hum,Dew Pt.,WindSpeed,Wind Dir,Wind Run,Hi Speed,Hi Dir,Wind Chill,Heat Index,THW Index,THSW Index,Bar,Rain,Rain Rate,SolarRadiation,Solar Energy,Hi Solar Rad.,UV  Index,UV  Dose,Hi UV,Heat D-D,Cool D-D,In  Temp,In Hum,In Dew,In Heat,In EMC,In Air Density,ET ,Wind Samp,Wind Tx,ISS Recept,Arc. Int.
01-01-2024 01:30,01-01-2024,01:30,22.7,22.8,22.7,87,20.4,3.2,E,1.61,11.3,E,22.7,23.9,23.9,22.7,29.869,0,0,0,0,0,0,0,0,0,0.09,30.4,58,21.2,33.6,10.31,0.0707,0,702,1,100,30
01-01-2024 02:00,01-01-2024,02:00,22.6,22.7,22.5,87,20.3,4.8,NE,2.41,9.7,E,22.6,23.7,23.7,22.6,29.856,0,0,0,0,0,0,0,0,0,0.088,30.4,58,21.2,33.4,10.32,0.0707,0.001,702,1,100,30
01-01-2024 02:30,01-01-2024,02:30,22.4,22.6,22.4,87,20.2,4.8,NE,2.41,11.3,NE,22.4,23.6,23.6,22.4,29.846,0,0,0,0,0,0,0,0,0,0.086,30.3,58,21.1,33.3,10.32,0.0707,0,703,1,100,30
01-01-2024 03:00,01-01-2024,03:00,22.4,22.4,22.4,87,20.1,3.2,NE,1.61,9.7,NE,22.4,23.6,23.6,22.4,29.84,0,0,0,0,0,0,0,0,0,0.084,30.3,58,21.1,33.2,10.32,0.0707,0.001,702,1,100,30
01-01-2024 03:30,01-01-2024,03:30,22.4,22.4,22.4,87,20.2,4.8,NE,2.41,9.7,NE,22.4,23.6,23.6,22.4,29.839,0,0,0,0,0,0,0,0,0,0.086,30.2,58,21,33.1,10.32,0.0707,0,703,1,100,30
01-01-2024 04:00,01-01-2024,04:00,22.3,22.4,22.3,87,20.1,4.8,NE,2.41,9.7,NE,22.3,23.4,23.4,22.3,29.844,0,0,0,0,0,0,0,0,0,0.083,30.2,57,20.7,32.8,10.2,0.0708,0.001,702,1,100,30
01-01-2024 04:30,01-01-2024,04:30,22.3,22.3,22.3,87,20,3.2,NE,1.61,9.7,NE,22.3,23.4,23.4,22.2,29.851,0,0,0,0,0,0,0,0,0,0.082,30.1,57,20.7,32.7,10.2,0.0708,0,703,1,100,30
01-01-2024 05:00,01-01-2024,05:00,22.3,22.3,22.3,87,20,4.8,NE,2.41,11.3,NE,22.3,23.4,23.4,22.2,29.855,0,0,0,0,0,0,0,0,0,0.082,30,57,20.6,32.4,10.21,0.0708,0.001,702,1,100,30
01-01-2024 05:30,01-01-2024,05:30,22.2,22.3,22.2,87,20,4.8,NE,2.41,12.9,E,22.2,23.3,23.3,22.1,29.863,0,0,0,0,0,0,0,0,0,0.081,29.9,57,20.5,32.3,10.21,0.0709,0,703,1,100,30
01-01-2024 06:00,01-01-2024,06:00,22.1,22.2,22.1,87,19.8,4.8,NE,2.41,16.1,ENE,22.1,23.2,23.2,22,29.872,0,0,0,0,0,0,0,0,0,0.079,29.9,57,20.4,32.2,10.22,0.0709,0.001,702,1,100,30
01-01-2024 06:30,01-01-2024,06:30,22,22.1,22,87,19.7,4.8,NE,2.41,11.3,NE,22,23.1,23.1,21.9,29.885,0,0,0,0,0,0,0,0,0,0.076,29.8,57,20.4,32.1,10.22,0.071,0,703,1,100,30
01-01-2024 07:00,01-01-2024,07:00,22.1,22.1,22,87,19.8,6.4,NE,3.22,14.5,NE,22.1,23.2,23.2,22.2,29.9,0,0,15,0.65,39,0,0,0,0,0.079,29.8,56,20.1,31.8,10.04,0.071,0.001,702,1,100,30
01-01-2024 07:30,01-01-2024,07:30,22.6,22.6,22.1,86,20.1,4.8,NE,2.41,14.5,NE,22.6,23.7,23.7,25,29.917,0,0,72,3.1,114,3.7,0.28,5.7,0,0.088,29.8,56,20.1,31.8,10.04,0.0711,0,702,1,100,30
01-01-2024 08:00,01-01-2024,08:00,23.2,23.2,22.6,84,20.3,8,NE,4.02,16.1,NE,23.2,24.3,24.3,27.5,29.93,0,0,167,7.18,225,5.7,0.43,5.7,0,0.101,29.8,56,20.1,31.9,10.04,0.0711,0.003,703,1,100,30
01-01-2024 08:30,01-01-2024,08:30,24.1,24.1,23.2,83,21,8,NNE,4.02,19.3,NE,24.1,25.7,25.7,30.3,29.943,0,0,275,11.83,325,5.7,0.43,5.7,0,0.119,29.9,56,20.2,32.1,10.03,0.0711,0,702,1,100,30
01-01-2024 09:00,01-01-2024,09:00,24.9,24.9,24.1,79,21,8,NE,4.02,19.3,NNW,24.9,26.6,26.6,32,29.949,0,0,373,16.04,425,5.7,0.43,5.7,0,0.138,30,56,20.3,32.3,10.03,0.0711,0.009,703,1,100,30
01-01-2024 09:30,01-01-2024,09:30,25.6,25.6,24.9,77,21.3,9.7,NE,4.83,22.5,ESE,25.6,27.3,27.3,33.3,29.952,0,0,468,20.13,526,5.7,0.43,5.7,0,0.152,30.1,56,20.4,32.5,10.03,0.0711,0,702,1,100,30
01-01-2024 10:00,01-01-2024,10:00,26.5,26.6,25.6,74,21.5,9.7,NE,4.83,24.1,NE,26.5,28.3,28.3,34.7,29.952,0,0,565,24.3,612,5.7,0.43,5.7,0,0.17,30.2,55,20.2,32.5,9.82,0.0711,0.014,703,1,100,30
01-01-2024 10:30,01-01-2024,10:30,27.1,27.1,26.6,72,21.6,8,NNE,4.02,20.9,NNE,27.1,29.1,29.1,35.3,29.95,0,0,583,25.07,661,5.6,0.42,5.6,0,0.182,30.4,55,20.3,32.9,9.82,0.071,0,702,1,100,30
01-01-2024 11:00,01-01-2024,11:00,27.7,27.7,27.1,69,21.5,8,NE,4.02,19.3,NNE,27.7,29.8,29.8,36.4,29.936,0,0,699,30.06,761,5.6,0.42,5.6,0,0.194,30.5,55,20.4,33.1,9.81,0.0709,0.018,703,1,100,30
01-01-2024 11:30,01-01-2024,11:30,28.3,28.3,27.7,66,21.4,8,NE,4.02,20.9,NNW,28.3,30.7,30.7,37.2,29.921,0,0,760,32.68,800,5.6,0.42,5.6,0,0.208,30.6,55,20.5,33.3,9.81,0.0709,0,702,1,100,30
01-01-2024 12:00,01-01-2024,12:00,28.8,28.8,28.3,63,21.1,9.7,NNE,4.83,22.5,ENE,28.8,31.3,31.3,37.7,29.905,0,0,804,34.58,837,5.6,0.42,5.6,0,0.219,30.8,54,20.4,33.3,9.7,0.0708,0.022,703,1,100,30
01-01-2024 12:30,01-01-2024,12:30,29.3,29.3,28.8,61,21,6.4,ENE,3.22,17.7,E,29.3,31.8,31.8,38.4,29.89,0,0,723,31.09,853,5.6,0.42,5.6,0,0.228,30.9,54,20.5,33.4,9.7,0.0707,0,702,1,100,30
01-01-2024 13:00,01-01-2024,13:00,29.7,29.7,29.3,59,20.9,8,NE,4.02,17.7,NE,29.7,32.3,32.3,38.7,29.869,0,0,778,33.46,860,5.6,0.42,5.6,0,0.237,31,53,20.3,33.4,9.49,0.0707,0.021,703,1,100,30
01-01-2024 13:30,01-01-2024,13:30,29.9,30.1,29.7,59,21,6.4,ENE,3.22,20.9,ENE,29.9,32.6,32.6,38.9,29.847,0,0,761,32.73,840,5.6,0.42,5.6,0,0.241,31.2,52,20.2,33.6,9.35,0.0706,0,702,1,100,30
01-01-2024 14:00,01-01-2024,14:00,29.6,30.2,29.4,61,21.2,8,ENE,4.02,19.3,E,29.6,32.3,32.3,37.7,29.834,0,0,467,20.08,828,5.6,0.42,5.6,0,0.234,31.3,52,20.3,33.9,9.35,0.0705,0.018,702,1,100,30
01-01-2024 14:30,01-01-2024,14:30,30.2,30.2,29.6,59,21.3,8,E,4.02,24.1,SE,30.2,33.2,33.2,39.7,29.82,0,0,695,29.89,786,5.6,0.42,5.6,0,0.247,31.9,51,20.5,34.8,9.16,0.0703,0,703,1,100,30
01-01-2024 15:00,01-01-2024,15:00,30,30.2,29.9,61,21.7,8,E,4.02,20.9,E,30,33.3,33.3,39.4,29.816,0,0,502,21.59,626,5.6,0.42,5.6,0,0.243,32.1,51,20.6,35.1,9.16,0.0703,0.017,702,1,100,30
01-01-2024 15:30,01-01-2024,15:30,29.7,30.1,29.7,62,21.6,8,E,4.02,22.5,E,29.7,32.8,32.8,38.7,29.807,0,0,491,21.12,564,5.6,0.42,5.6,0,0.236,32.3,50,20.5,35.2,9.05,0.0702,0,703,1,100,30
01-01-2024 16:00,01-01-2024,16:00,29.7,29.8,29.5,61,21.3,9.7,E,4.83,22.5,SE,29.7,32.6,32.6,38.2,29.802,0,0,368,15.83,439,5.6,0.42,5.6,0,0.236,32.2,50,20.5,35.1,9.05,0.0702,0.014,703,1,100,30
01-01-2024 16:30,01-01-2024,16:30,29.3,29.7,29.3,65,22.1,8,E,4.02,19.3,ESE,29.3,32.6,32.6,37.5,29.807,0,0,288,12.39,341,5.6,0.42,5.6,0,0.229,32.1,50,20.3,34.8,9.05,0.0703,0,702,1,100,30
01-01-2024 17:00,01-01-2024,17:00,28.7,29.3,28.7,67,22,8,E,4.02,20.9,ESE,28.7,31.8,31.8,34.3,29.821,0,0,129,5.55,197,5.6,0.42,5.6,0,0.216,31.8,51,20.4,34.6,9.17,0.0704,0.008,702,1,100,30
01-01-2024 17:30,01-01-2024,17:30,28.2,28.7,28.2,70,22.2,8,E,4.02,19.3,E,28.2,31,31,30.8,29.83,0,0,67,2.88,77,4.6,0.34,5.6,0,0.205,31.6,51,20.2,34.2,9.17,0.0705,0,703,1,100,30
01-01-2024 18:00,01-01-2024,18:00,27.4,28.2,27.4,73,22.1,9.7,E,4.83,20.9,E,27.4,29.8,29.8,29,29.842,0,0,17,0.73,49,0,0,0,0,0.189,31.3,52,20.3,33.9,9.35,0.0705,0.003,702,1,100,30
01-01-2024 18:30,01-01-2024,18:30,26.8,27.4,26.8,75,22,9.7,E,4.83,20.9,ESE,26.8,28.9,28.9,27.9,29.848,0,0,0,0,0,0,0,0,0,0.176,31.2,53,20.5,33.7,9.49,0.0706,0,703,1,100,30
01-01-2024 19:00,01-01-2024,19:00,26.3,26.8,26.3,75,21.5,9.7,E,4.83,20.9,E,26.3,28.1,28.1,27.1,29.865,0,0,0,0,0,0,0,0,0,0.167,31.1,53,20.4,33.5,9.49,0.0706,0.002,702,1,100,30
01-01-2024 19:30,01-01-2024,19:30,25.9,26.3,25.9,78,21.8,8,E,4.02,20.9,ESE,25.9,27.7,27.7,26.7,29.877,0,0,0,0,0,0,0,0,0,0.157,31,53,20.3,33.4,9.49,0.0707,0,702,1,100,30
01-01-2024 20:00,01-01-2024,20:00,25.6,25.9,25.6,80,21.9,6.4,E,3.22,14.5,E,25.6,27.5,27.5,26.5,29.891,0,0,0,0,0,0,0,0,0,0.152,30.9,53,20.2,33.3,9.5,0.0707,0.002,703,1,100,30
01-01-2024 20:30,01-01-2024,20:30,25.3,25.6,25.3,82,22,4.8,ENE,2.41,12.9,ENE,25.3,27.2,27.2,26.2,29.901,0,0,0,0,0,0,0,0,0,0.145,30.9,54,20.5,33.4,9.7,0.0707,0,702,1,100,30
01-01-2024 21:00,01-01-2024,21:00,24.9,25.3,24.9,83,21.8,4.8,ENE,2.41,11.3,ENE,24.9,26.7,26.7,25.7,29.909,0,0,0,0,0,0,0,0,0,0.137,30.9,54,20.5,33.4,9.7,0.0708,0.001,703,1,100,30
01-01-2024 21:30,01-01-2024,21:30,24.6,24.9,24.6,84,21.7,4.8,ENE,2.41,11.3,ENE,24.6,26.3,26.3,25.3,29.914,0,0,0,0,0,0,0,0,0,0.13,30.8,55,20.7,33.6,9.8,0.0708,0,702,1,100,30
01-01-2024 22:00,01-01-2024,22:00,24.3,24.6,24.3,85,21.6,4.8,ENE,2.41,11.3,ENE,24.3,26,26,25,29.914,0,0,0,0,0,0,0,0,0,0.124,30.8,55,20.7,33.5,9.8,0.0708,0.001,703,1,100,30
01-01-2024 22:30,01-01-2024,22:30,24.2,24.3,24.2,86,21.7,3.2,ENE,1.61,9.7,ENE,24.2,26,26,25,29.912,0,0,0,0,0,0,0,0,0,0.123,30.8,55,20.7,33.5,9.8,0.0708,0,702,1,100,30
01-01-2024 23:00,01-01-2024,23:00,24.1,24.2,24.1,86,21.6,3.2,ENE,1.61,8,ENE,24.1,25.9,25.9,24.9,29.909,0,0,0,0,0,0,0,0,0,0.12,30.8,56,21,33.7,10,0.0707,0.001,703,1,100,30
01-01-2024 23:30,01-01-2024,23:30,24.1,24.2,24.1,86,21.6,1.6,ENE,0.8,8,ENE,24.1,25.9,25.9,24.9,29.897,0,0,0,0,0,0,0,0,0,0.12,30.8,56,21,33.7,10,0.0707,0,702,1,100,30
02-01-2024 00:00,02-01-2024,00:00,23.8,24.1,23.8,86,21.3,3.2,ENE,1.61,8,ENE,23.8,25.5,25.5,24.5,29.892,0,0,0,0,0,0,0,0,0,0.115,30.8,56,21,33.7,10,0.0707,0.001,703,1,100,30
02-01-2024 00:30,02-01-2024,00:30,23.6,23.8,23.6,86,21.1,3.2,ENE,1.61,8,ENE,23.6,25,25,23.9,29.884,0,0,0,0,0,0,0,0,0,0.109,30.8,56,21,33.7,10,0.0707,0,701,1,100,30
02-01-2024 01:00,02-01-2024,01:00,23.3,23.6,23.3,87,21,3.2,ENE,1.61,8,ENE,23.3,24.6,24.6,23.6,29.876,0,0,0,0,0,0,0,0,0,0.104,30.7,56,20.9,33.7,10,0.0707,0.001,703,1,100,30
02-01-2024 01:30,02-01-2024,01:30,23.2,23.3,23.2,87,20.9,3.2,ENE,1.61,9.7,ENE,23.2,24.5,24.5,23.4,29.865,0,0,0,0,0,0,0,0,0,0.102,30.7,56,20.9,33.6,10.01,0.0707,0,702,1,100,30
02-01-2024 02:00,02-01-2024,02:00,23.2,23.2,23.2,87,20.9,3.2,ENE,1.61,9.7,ENE,23.2,24.4,24.4,23.4,29.847,0,0,0,0,0,0,0,0,0,0.101,30.7,56,20.9,33.6,10.01,0.0706,0.001,702,1,100,30
02-01-2024 02:30,02-01-2024,02:30,23.2,23.2,23.1,87,20.9,3.2,ENE,1.61,11.3,ENE,23.2,24.4,24.4,23.4,29.836,0,0,0,0,0,0,0,0,0,0.101,30.6,56,20.8,33.5,10.01,0.0706,0,703,1,100,30
02-01-2024 03:00,02-01-2024,03:00,23.2,23.2,23.2,86,20.7,3.2,ENE,1.61,9.7,ENE,23.2,24.4,24.4,23.3,29.83,0,0,0,0,0,0,0,0,0,0.101,30.6,56,20.8,33.4,10.01,0.0706,0.001,702,1,100,30
02-01-2024 03:30,02-01-2024,03:30,23.1,23.2,23.1,86,20.6,3.2,NE,1.61,9.7,NE,23.1,24.3,24.3,23.2,29.826,0,0,0,0,0,0,0,0,0,0.098,30.5,56,20.7,33.3,10.01,0.0706,0,703,1,100,30
02-01-2024 04:00,02-01-2024,04:00,23.1,23.1,23.1,86,20.6,4.8,NE,2.41,11.3,NE,23.1,24.3,24.3,23.3,29.827,0,0,0,0,0,0,0,0,0,0.1,30.4,56,20.7,33.2,10.01,0.0706,0.001,702,1,100,30
02-01-2024 04:30,02-01-2024,04:30,23.2,23.2,23.1,86,20.7,4.8,NE,2.41,12.9,NE,23.2,24.4,24.4,23.3,29.83,0,0,0,0,0,0,0,0,0,0.101,30.4,56,20.6,33.1,10.02,0.0707,0,703,1,100,30
02-01-2024 05:00,02-01-2024,05:00,23.1,23.2,23.1,86,20.6,3.2,NE,1.61,12.9,NE,23.1,24.3,24.3,23.2,29.833,0,0,0,0,0,0,0,0,0,0.098,30.3,56,20.6,32.9,10.02,0.0707,0.001,702,1,100,30
02-01-2024 05:30,02-01-2024,05:30,22.9,23.1,22.9,86,20.5,4.8,NE,2.41,11.3,NE,22.9,24.2,24.2,23.1,29.842,0,0,0,0,0,0,0,0,0,0.096,30.3,56,20.5,32.8,10.02,0.0707,0,703,1,100,30
02-01-2024 06:00,02-01-2024,06:00,22.8,22.9,22.7,86,20.3,3.2,NE,1.61,9.7,NE,22.8,24,24,22.9,29.852,0,0,0,0,0,0,0,0,0,0.093,30.2,56,20.5,32.7,10.02,0.0708,0.001,702,1,100,30
02-01-2024 06:30,02-01-2024,06:30,22.7,22.8,22.7,86,20.2,4.8,NE,2.41,9.7,NE,22.7,23.8,23.8,22.7,29.863,0,0,0,0,0,0,0,0,0,0.09,30.2,56,20.4,32.6,10.02,0.0708,0,703,1,100,30
02-01-2024 07:00,02-01-2024,07:00,22.8,22.8,22.7,85,20.1,4.8,NE,2.41,11.3,NE,22.8,23.9,23.9,22.9,29.875,0,0,5,0.22,18,0,0,0,0,0.093,30.1,56,20.4,32.5,10.03,0.0709,0.001,702,1,100,30
02-01-2024 07:30,02-01-2024,07:30,23,23,22.8,85,20.3,4.8,NE,2.41,9.7,NE,23,24.2,24.2,24.7,29.885,0,0,42,1.81,58,0.5,0.04,5.7,0,0.097,30.1,56,20.4,32.5,10.03,0.0709,0,702,1,100,30
02-01-2024 08:00,02-01-2024,08:00,23.4,23.4,23,84,20.6,4.8,NE,2.41,12.9,NE,23.4,24.7,24.7,26.2,29.901,0,0,86,3.7,132,4.7,0.35,5.7,0,0.106,30.1,55,20.1,32.3,9.83,0.071,0.002,703,1,100,30
02-01-2024 08:30,02-01-2024,08:30,24.2,24.2,23.4,83,21.1,6.4,NNE,3.22,19.3,NE,24.2,25.8,25.8,28.3,29.91,0,0,152,6.54,162,5.7,0.43,5.7,0,0.122,30.2,56,20.4,32.6,10.02,0.0709,0,702,1,100,30
02-01-2024 09:00,02-01-2024,09:00,24.8,24.8,24.2,81,21.3,6.4,NE,3.22,20.9,NNE,24.8,26.6,26.6,29.6,29.915,0,0,197,8.47,239,5.7,0.43,5.7,0,0.135,30.2,55,20.1,32.4,9.82,0.071,0.005,703,1,100,30
02-01-2024 09:30,02-01-2024,09:30,25.7,25.7,24.8,79,21.8,8,NE,4.02,19.3,NE,25.7,27.6,27.6,31.5,29.912,0,0,276,11.87,292,5.7,0.43,5.7,0,0.154,30.3,55,20.2,32.7,9.82,0.0709,0,702,1,100,30
02-01-2024 10:00,02-01-2024,10:00,26.3,26.3,25.7,76,21.7,8,NE,4.02,20.9,ENE,26.3,28.1,28.1,32.2,29.907,0,0,311,13.37,338,5.7,0.43,5.7,0,0.166,30.3,55,20.3,32.8,9.82,0.0709,0.008,703,1,100,30
02-01-2024 10:30,02-01-2024,10:30,26.8,26.8,26.3,75,22,8,NE,4.02,19.3,ENE,26.8,28.9,28.9,33.3,29.9,0,0,363,15.61,519,5.6,0.42,5.7,0,0.177,30.4,55,20.4,33,9.81,0.0709,0,702,1,100,30
02-01-2024 11:00,02-01-2024,11:00,27.7,27.7,26.8,72,22.2,9.7,ENE,4.83,22.5,E,27.7,30.2,30.2,36.8,29.892,0,0,681,29.29,870,5.6,0.42,5.6,0,0.194,30.6,55,20.5,33.3,9.81,0.0708,0.014,703,1,100,30
02-01-2024 11:30,02-01-2024,11:30,27.9,28.1,27.5,70,22,8,NE,4.02,30.6,NE,27.9,30.5,30.5,34.8,29.88,0,0,377,16.21,724,5.6,0.42,5.6,0,0.2,30.7,55,20.6,33.4,9.8,0.0707,0,702,1,100,30
02-01-2024 12:00,02-01-2024,12:00,28.3,28.3,27.7,69,22,9.7,NE,4.83,24.1,ENE,28.3,31.1,31.1,36.3,29.864,0,0,479,20.6,840,5.6,0.42,5.6,0,0.207,30.8,55,20.7,33.6,9.8,0.0706,0.014,703,1,100,30
02-01-2024 12:30,02-01-2024,12:30,27.9,28.3,27.9,70,22,8,NE,4.02,20.9,ENE,27.9,30.5,30.5,33.8,29.85,0,0,282,12.13,476,5.6,0.42,5.6,0,0.2,30.8,54,20.4,33.4,9.7,0.0706,0,702,1,100,30
02-01-2024 13:00,02-01-2024,13:00,28.7,28.7,27.9,67,21.9,8,NE,4.02,20.9,NE,28.7,31.6,31.6,36.4,29.833,0,0,422,18.15,684,5.6,0.42,5.6,0,0.215,30.9,54,20.5,33.4,9.7,0.0706,0.011,703,1,100,30
02-01-2024 13:30,02-01-2024,13:30,28.9,29.1,28.7,67,22.1,6.4,NE,3.22,17.7,NNW,28.9,32.2,32.2,37.2,29.821,0,0,445,19.14,628,5.6,0.42,5.6,0,0.22,31,54,20.6,33.6,9.69,0.0705,0,702,1,100,30
02-01-2024 14:00,02-01-2024,14:00,28.9,28.9,28.7,66,22,6.4,NNE,3.22,19.3,ENE,28.9,32.1,32.1,36.1,29.805,0,0,330,14.19,392,5.6,0.42,5.6,0,0.221,31,54,20.6,33.6,9.69,0.0705,0.012,702,1,100,30
02-01-2024 14:30,02-01-2024,14:30,29.3,29.3,28.8,65,22,6.4,ENE,3.22,20.9,NE,29.3,32.5,32.5,38,29.795,0,0,454,19.52,696,5.6,0.42,5.6,0,0.228,31.2,54,20.8,34,9.69,0.0704,0,703,1,100,30
02-01-2024 15:00,02-01-2024,15:00,29.2,29.4,29.2,66,22.2,8,ENE,4.02,20.9,ESE,29.2,32.6,32.6,38.3,29.787,0,0,444,19.09,643,5.6,0.42,5.6,0,0.227,31.6,53,20.8,34.6,9.47,0.0703,0.014,702,1,100,30
02-01-2024 15:30,02-01-2024,15:30,29.1,29.3,29.1,66,22.1,8,ENE,4.02,17.7,NNE,29.1,32.4,32.4,37.8,29.785,0,0,369,15.87,531,5.6,0.42,5.6,0,0.225,31.6,53,20.9,34.7,9.47,0.0703,0,703,1,100,30
02-01-2024 16:00,02-01-2024,16:00,28.8,29.2,28.8,68,22.3,8,ENE,4.02,20.9,ENE,28.8,32.2,32.2,37,29.791,0,0,285,12.26,369,5.6,0.42,5.6,0,0.219,31.6,53,20.9,34.7,9.47,0.0703,0.01,702,1,100,30
02-01-2024 16:30,02-01-2024,16:30,28.6,28.9,28.6,67,21.8,9.7,ENE,4.83,19.3,NNE,28.6,31.4,31.4,35.5,29.796,0,0,220,9.46,343,5.6,0.42,5.6,0,0.213,31.4,53,20.7,34.3,9.48,0.0703,0,703,1,100,30
02-01-2024 17:00,02-01-2024,17:00,28.2,28.6,28.1,70,22.2,8,SSE,4.02,20.9,E,28.2,31,31,33.6,29.805,0,0,133,5.72,185,5.4,0.41,5.6,0,0.205,31.3,53,20.6,34.1,9.48,0.0704,0.007,702,1,100,30
02-01-2024 17:30,02-01-2024,17:30,27.4,28.1,27.3,74,22.3,9.7,E,4.83,20.9,ESE,27.4,29.9,29.9,29.7,29.817,0,0,65,2.8,118,3.3,0.25,5.6,0,0.189,31.2,53,20.5,33.7,9.49,0.0705,0,703,1,100,30
02-01-2024 18:00,02-01-2024,18:00,26.9,27.3,26.9,76,22.4,8,ENE,4.02,17.7,ENE,26.9,29.3,29.3,28.5,29.828,0,0,16,0.69,32,0,0,0,0,0.179,31,54,20.6,33.6,9.69,0.0705,0.003,702,1,100,30
02-01-2024 18:30,02-01-2024,18:30,26.7,27,26.7,77,22.3,6.4,E,3.22,17.7,ENE,26.7,28.9,28.9,27.9,29.842,0,0,0,0,0,0,0,0,0,0.174,30.9,54,20.5,33.4,9.7,0.0706,0,703,1,100,30
02-01-2024 19:00,02-01-2024,19:00,26.2,26.7,26.2,79,22.2,6.4,E,3.22,16.1,E,26.2,28.2,28.2,27.3,29.856,0,0,0,0,0,0,0,0,0,0.163,30.8,55,20.7,33.5,9.8,0.0706,0.001,702,1,100,30
02-01-2024 19:30,02-01-2024,19:30,25.8,26.2,25.8,80,22.1,6.4,E,3.22,16.1,E,25.8,27.8,27.8,26.8,29.869,0,0,0,0,0,0,0,0,0,0.155,30.7,55,20.6,33.4,9.8,0.0707,0,702,1,100,30
02-01-2024 20:00,02-01-2024,20:00,25.4,25.8,25.4,81,21.9,6.4,E,3.22,14.5,E,25.4,27.4,27.4,26.4,29.882,0,0,0,0,0,0,0,0,0,0.148,30.7,55,20.6,33.4,9.81,0.0707,0.001,703,1,100,30
02-01-2024 20:30,02-01-2024,20:30,25,25.4,25,83,21.9,6.4,E,3.22,14.5,E,25,26.9,26.9,25.9,29.894,0,0,0,0,0,0,0,0,0,0.139,30.6,56,20.8,33.5,10.01,0.0708,0,702,1,100,30
02-01-2024 21:00,02-01-2024,21:00,24.7,25,24.7,84,21.8,6.4,E,3.22,11.3,E,24.7,26.5,26.5,25.5,29.898,0,0,0,0,0,0,0,0,0,0.132,30.6,56,20.8,33.4,10.01,0.0708,0.001,703,1,100,30
02-01-2024 21:30,02-01-2024,21:30,24.3,24.7,24.3,85,21.6,4.8,E,2.41,11.3,E,24.3,26.1,26.1,25.1,29.893,0,0,0,0,0,0,0,0,0,0.125,30.5,56,20.7,33.3,10.01,0.0708,0,702,1,100,30
02-01-2024 22:00,02-01-2024,22:00,24.2,24.3,24.1,86,21.7,4.8,E,2.41,9.7,E,24.2,25.9,25.9,24.9,29.889,0,0,0,0,0,0,0,0,0,0.122,30.4,56,20.7,33.2,10.01,0.0708,0.001,703,1,100,30
02-01-2024 22:30,02-01-2024,22:30,24.1,24.2,24,86,21.6,3.2,E,1.61,8,E,24.1,25.8,25.8,24.7,29.884,0,0,0,0,0,0,0,0,0,0.119,30.4,56,20.7,33.2,10.01,0.0708,0,702,1,100,30
02-01-2024 23:00,02-01-2024,23:00,23.8,24.1,23.8,86,21.3,1.6,E,0.8,8,E,23.8,25.5,25.5,24.4,29.879,0,0,0,0,0,0,0,0,0,0.115,30.4,56,20.7,33.2,10.01,0.0708,0.001,703,1,100,30
02-01-2024 23:30,02-01-2024,23:30,23.7,23.8,23.7,86,21.2,1.6,E,0.8,8,E,23.7,25.2,25.2,24.1,29.869,0,0,0,0,0,0,0,0,0,0.111,30.4,56,20.7,33.2,10.01,0.0708,0,702,1,100,30
03-01-2024 00:00,03-01-2024,00:00,23.4,23.7,23.4,86,21,1.6,E,0.8,8,E,23.4,24.8,24.8,23.7,29.864,0,0,0,0,0,0,0,0,0,0.106,30.4,57,20.9,33.3,10.18,0.0707,0.001,703,1,100,30
03-01-2024 00:30,03-01-2024,00:30,23.3,23.4,23.3,87,21,1.6,E,0.8,6.4,E,23.3,24.6,24.6,23.6,29.86,0,0,0,0,0,0,0,0,0,0.104,30.4,57,20.9,33.3,10.18,0.0707,0,701,1,100,30
03-01-2024 01:00,03-01-2024,01:00,23.2,23.3,23.2,87,20.9,1.6,E,0.8,6.4,E,23.2,24.4,24.4,23.4,29.856,0,0,0,0,0,0,0,0,0,0.101,30.3,57,20.9,33.2,10.19,0.0707,0.001,703,1,100,30
03-01-2024 01:30,03-01-2024,01:30,23.1,23.2,23.1,87,20.8,3.2,E,1.61,8,E,23.1,24.4,24.4,23.3,29.851,0,0,0,0,0,0,0,0,0,0.1,30.3,57,20.8,33.1,10.19,0.0707,0,702,1,100,30
03-01-2024 02:00,03-01-2024,02:00,22.8,23.1,22.8,87,20.6,3.2,E,1.61,8,E,22.8,24.1,24.1,23,29.835,0,0,0,0,0,0,0,0,0,0.094,30.3,57,20.8,33.1,10.19,0.0707,0.001,703,1,100,30
03-01-2024 02:30,03-01-2024,02:30,22.7,22.8,22.7,87,20.4,3.2,E,1.61,8,E,22.7,23.9,23.9,22.8,29.829,0,0,0,0,0,0,0,0,0,0.091,30.2,57,20.7,32.8,10.2,0.0707,0,702,1,100,30
03-01-2024 03:00,03-01-2024,03:00,22.7,22.7,22.7,87,20.4,3.2,E,1.61,9.7,E,22.7,23.9,23.9,22.8,29.824,0,0,0,0,0,0,0,0,0,0.091,30.2,57,20.7,32.8,10.2,0.0707,0.001,702,1,100,30
03-01-2024 03:30,03-01-2024,03:30,22.6,22.7,22.6,87,20.3,3.2,E,1.61,11.3,E,22.6,23.8,23.8,22.7,29.823,0,0,0,0,0,0,0,0,0,0.089,30.1,57,20.7,32.7,10.2,0.0707,0,703,1,100,30
